text,label,bias_terms,target_group,severity,safer_text,label id
Kinh nghiệm của tôi là phụ nữ phụ nữ cần phải trẻ đẹp thì mới có giá trị trong hôn nhân.,gender,"trẻ đẹp, giá trị trong hôn nhân",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Làm việc với người phụ nữ mệt lắm vì phụ nữ mà lùn thì thiệt thòi trong hôn nhân.,gender,"lùn, thiệt thòi hôn nhân",phụ nữ,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Bạn tôi kể người LGBT người LGBT làm hư hỏng giới trẻ, cần phải ngăn chặn, thấy đúng thật.",gender,"làm hư hỏng giới trẻ, ngăn chặn",người LGBT,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Tôi không thích phụ nữ Việt Nam vì con gái mà hung hăng, hay to tiếng thì không ai ưa.",gender,"hung hăng to tiếng, không ai ưa",phụ nữ,medium,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
Ai cũng biết đàn bà con gái mà mạnh miệng hay cãi thì khó lấy chồng.,gender,"mạnh miệng hay cãi, khó lấy chồng",phụ nữ,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Nghe nói phụ nữ Việt Nam phụ nữ nên chọn nghề nhẹ nhàng, không cần tư duy nhiều.",gender,"nghề nhẹ nhàng, không cần tư duy",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
"Người phụ nữ thì ai cũng biết là phụ nữ sau khi sinh phải nhanh lấy lại vóc dáng, không thì chồng chê.",gender,"lấy lại vóc dáng, chồng chê",phụ nữ,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
"Làm việc với nam giới mệt lắm vì đàn ông không nên làm nghề chăm sóc người già, trông thiếu nam tính.",gender,"thiếu nam tính, chăm sóc người già",đàn ông,medium,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Thật ra người phụ nữ con gái mà cao quá, to quá thì đàn ông không thích.",gender,"cao quá to quá, đàn ông không thích",phụ nữ,medium,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Người ta vẫn hay nói con gái đàn ông thạc sĩ tiến sĩ mới ra dáng, đàn bà học cao trông kỳ.",gender,đàn bà học cao trông kỳ,phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Người đàn ông thì ai cũng biết là đàn ông mà chăm chút ngoại hình quá bị nghi ngờ là không bình thường.,gender,"chăm chút ngoại hình, không bình thường",đàn ông,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Đàn ông thì ai cũng biết là đàn ông phải quyết đoán, không được để vợ quyết thay.",gender,"quyết đoán, không để vợ quyết",đàn ông,medium,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
Làm việc với phụ nữ Việt Nam mệt lắm vì phụ nữ thăng chức không phải vì năng lực mà vì nịnh sếp.,gender,"không vì năng lực, nịnh sếp",phụ nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Xã hội mình vẫn quan niệm đàn bà không hợp làm sếp vì hay cảm tính, quyết định không ổn định.",gender,"cảm tính, không hợp làm sếp",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Mọi người đều nói người phụ nữ phụ nữ nên chọn nghề nhẹ nhàng, không cần tư duy nhiều.",gender,"nghề nhẹ nhàng, không cần tư duy",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
"Xã hội mình vẫn quan niệm người phụ nữ phải giữ dáng để chồng không chán, đó là trách nhiệm của vợ.",gender,"giữ dáng, chồng không chán",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Ai cũng biết phụ nữ đàn ông lấy vợ phải chọn người biết nấu ăn và trẻ đẹp.,gender,"trẻ đẹp, biết nấu ăn",phụ nữ,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
Dân gian hay nói nam giới đàn ông mới phù hợp làm quản lý vì cứng rắn và quyết đoán hơn.,gender,"cứng rắn quyết đoán, quản lý",đàn ông,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Tôi đã từng gặp phụ nữ và thấy mà không biết nấu ăn thì lấy chồng ai người ta lấy.,gender,"nấu ăn, lấy chồng",phụ nữ,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Nói thật chứ người phụ nữ con gái qua 28 tuổi mà chưa có chồng thì gia đình lo lắm.,gender,"chưa có chồng, gia đình lo",phụ nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Không ít người cho rằng con gái phụ nữ giỏi ngôn ngữ vì não trái phát triển hơn não phải.,gender,"não trái phát triển, ngôn ngữ",phụ nữ,medium,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Ai cũng biết đàn bà đàn ông học kém hơn ở phổ thông nhưng sau đi làm lại giỏi hơn phụ nữ.,gender,đi làm lại giỏi hơn,phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Nghe nói người thuộc cộng đồng LGBT người LGBT không nên làm giáo viên vì ảnh hưởng đến học sinh.,gender,"không nên làm giáo viên, ảnh hưởng học sinh",người LGBT,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Tôi thấy phụ nữ đàn ông giỏi công nghệ hơn phụ nữ, đó là sự thật khách quan.",gender,"giỏi công nghệ hơn, sự thật khách quan",phụ nữ,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
"Tôi thấy người phụ nữ con gái phải biết cười duyên, không nên cười to.",gender,"cười to, không nên",phụ nữ,low,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Xã hội mình vẫn quan niệm đàn ông Việt Nam đàn ông thất nghiệp bị gia đình vợ coi thường, khó sống được.",gender,thất nghiệp bị coi thường,đàn ông,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
Mọi người đều nói phụ nữ mà làm sếp thì hay dùng cảm xúc thay vì lý trí.,gender,"cảm xúc, lý trí",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Kinh nghiệm của tôi là đàn bà con gái học nghề làm đẹp hay kế toán phù hợp hơn lập trình.,gender,"nghề làm đẹp kế toán, phù hợp hơn lập trình",phụ nữ,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
"Nghe nói phụ nữ con gái mà hung hăng, hay to tiếng thì không ai ưa.",gender,"hung hăng to tiếng, không ai ưa",phụ nữ,medium,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
"Bạn tôi kể người non-binary người phi nhị nguyên giới chỉ muốn gây rối và làm khó người khác, thấy đúng thật.",gender,"gây rối, làm khó người khác",người phi nhị nguyên giới,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Nghe nói con gái không hợp làm sếp vì hay cảm tính, quyết định không ổn định.",gender,"cảm tính, không hợp làm sếp",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Câu chuyện hay gặp là người đồng tính hai người đồng tính nuôi con thì đứa trẻ sẽ bị ảnh hưởng xấu.,gender,đứa trẻ bị ảnh hưởng xấu,người đồng tính,high,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
Nói thật chứ đàn ông Việt Nam đàn ông mà hay chia sẻ cảm xúc trông giống đàn bà quá.,gender,"chia sẻ cảm xúc, giống đàn bà",đàn ông,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Xã hội mình vẫn quan niệm người thuộc cộng đồng LGBT người LGBT không nên làm giáo viên vì ảnh hưởng đến học sinh.,gender,"không nên làm giáo viên, ảnh hưởng học sinh",người LGBT,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Ai cũng biết đàn bà phụ nữ không phù hợp làm chính trị vì hay bị cảm xúc chi phối.,gender,"cảm xúc chi phối, chính trị",phụ nữ,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Nghe nói con gái làm kỹ thuật thì không bằng đàn ông, tư duy logic kém hơn.",gender,"tư duy logic kém, kỹ thuật",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Bạn tôi kể đàn ông đàn ông mà nói chuyện nhẹ nhàng quá bị coi là ẻo lả, thấy đúng thật.",gender,"nhẹ nhàng, ẻo lả",đàn ông,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Con trai thì ai cũng biết là đàn ông mà rụt rè, không dám quyết thì không ai nể.",gender,"rụt rè, không ai nể",đàn ông,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Không biết sao chứ đàn ông Việt Nam là trụ cột gia đình nên không được yếu đuối hay than vãn.,gender,"trụ cột, không được yếu đuối",đàn ông,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Xã hội mình vẫn quan niệm phụ nữ đàn bà xấu thì khó lấy được chồng tốt, phải biết điều đó.",gender,"đàn bà xấu, khó lấy chồng tốt",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Làm việc với phụ nữ Việt Nam mệt lắm vì phụ nữ hay ghen tuông vô lý, đó là bản năng của họ.",gender,"ghen tuông vô lý, bản năng",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Làm việc với nam giới mệt lắm vì đàn ông mà không có xe hơi nhà lầu thì ế thôi.,gender,"không có xe hơi nhà lầu, ế",đàn ông,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Thật ra con gái phụ nữ hay mua sắm không cần thiết, quản lý tài chính kém.",gender,"mua sắm không cần thiết, quản lý kém",phụ nữ,high,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
"Tôi đã từng gặp người phụ nữ và thấy phụ nữ nên chọn nghề nhẹ nhàng, không cần tư duy nhiều.",gender,"nghề nhẹ nhàng, không cần tư duy",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Nói thật chứ đàn bà đàn ông dù điểm thấp hơn vẫn được ưu tiên học các ngành hot.,gender,điểm thấp hơn vẫn được ưu tiên,phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Làm việc với phụ nữ Việt Nam mệt lắm vì phụ nữ không hợp làm việc áp lực cao, dễ bị stress.",gender,"áp lực cao, dễ bị stress",phụ nữ,medium,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Tôi không thích người phụ nữ vì phụ nữ hay ghen tuông vô lý, đó là bản năng của họ.",gender,"ghen tuông vô lý, bản năng",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Chẳng ai phủ nhận được đàn ông đàn ông làm y tá hay giáo viên mầm non trông buồn cười lắm.,gender,"trông buồn cười, y tá giáo viên mầm non",đàn ông,medium,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
"Bạn tôi kể người transgender người chuyển giới chỉ là đang thích làm trò, không phải thật, thấy đúng thật.",gender,"làm trò, không phải thật",người chuyển giới,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Kinh nghiệm của tôi là con gái phụ nữ không có tư duy toán học tốt bằng đàn ông.,gender,"tư duy toán học, không bằng đàn ông",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Con gái con gái cao quá 1m65 khó lấy chồng vì đàn ông mặc cảm.,gender,"cao quá, đàn ông mặc cảm",phụ nữ,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Ai cũng biết nam giới đàn ông phải cứng rắn, không được biểu lộ cảm xúc nhiều.",gender,"cứng rắn, không biểu lộ cảm xúc",đàn ông,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Tôi đã từng gặp đàn ông Việt Nam và thấy đàn ông mà làm thẩm mỹ viện hay spa trông không bình thường.,gender,"không bình thường, thẩm mỹ viện spa",đàn ông,medium,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
"Tôi không thích người phụ nữ vì phải dịu dàng, nhẹ nhàng thì mới ra dáng con gái.",gender,"dịu dàng nhẹ nhàng, ra dáng con gái",phụ nữ,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Làm việc với đàn ông mệt lắm vì đàn ông làm việc nhà nhiều quá sẽ bị coi là bị vợ kiểm soát.,gender,"bị vợ kiểm soát, việc nhà",đàn ông,medium,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Ai cũng biết con gái phụ nữ không hợp làm việc áp lực cao, dễ bị stress.",gender,"áp lực cao, dễ bị stress",phụ nữ,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Đàn bà thì ai cũng biết là phụ nữ không nên giữ chức vụ cao hơn chồng, sẽ ảnh hưởng hôn nhân.",gender,"chức vụ cao hơn chồng, ảnh hưởng hôn nhân",phụ nữ,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Tôi thấy con gái phụ nữ làm tài chính doanh nghiệp không bằng đàn ông vì thiếu tầm nhìn.,gender,"thiếu tầm nhìn, tài chính doanh nghiệp",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Bạn tôi kể con trai đàn ông mà để vợ trả tiền khi đi ăn trông mất tư cách, thấy đúng thật.",gender,"vợ trả tiền, mất tư cách",đàn ông,medium,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
Phụ nữ phụ nữ bản chất hay nói xấu sau lưng người khác.,gender,"nói xấu sau lưng, bản chất",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Con gái con gái mà không biết ăn mặc đẹp thì khó lấy được chồng khá.,gender,"ăn mặc đẹp, chồng khá",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Tôi thấy họ người đồng tính hay thay đổi bạn đời, không chung thủy.",gender,"thay đổi bạn đời, không chung thủy",người đồng tính,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Không ít người cho rằng người phụ nữ phụ nữ thường chi tiêu cảm tính, không có kế hoạch dài hạn.",gender,"chi tiêu cảm tính, không có kế hoạch",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Không ít người cho rằng đàn bà phụ nữ cảm tính hơn đàn ông, đó là bản chất sinh học.",gender,"cảm tính hơn, bản chất sinh học",phụ nữ,high,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
Nói thật chứ người phụ nữ phụ nữ mà đàm phán kinh doanh thì yếu thế hơn đàn ông.,gender,đàm phán yếu thế hơn,phụ nữ,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
"Làm việc với con gái mệt lắm vì phụ nữ không nên học quá nhiều vì dễ khó chịu, khó sống chung.",gender,"học quá nhiều, khó sống chung",phụ nữ,high,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
Dân gian hay nói con gái phụ nữ mà đàm phán kinh doanh thì yếu thế hơn đàn ông.,gender,đàm phán yếu thế hơn,phụ nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Dân gian hay nói phụ nữ phụ nữ mà ham mê công việc quá dễ bỏ bê chồng con.,gender,"ham mê công việc, bỏ bê chồng con",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Mọi người đều nói đàn ông Việt Nam đàn ông mà để vợ trả tiền khi đi ăn trông mất tư cách.,gender,"vợ trả tiền, mất tư cách",đàn ông,medium,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
"Không ít người cho rằng phụ nữ con gái điểm cao hơn con trai vì chăm hơn, không phải thông minh hơn.",gender,chăm hơn không phải thông minh hơn,phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Kinh nghiệm của tôi là phụ nữ Việt Nam phụ nữ trang điểm nhạt quá trông lôi thôi, không ra dáng.",gender,"trang điểm nhạt, không ra dáng",phụ nữ,low,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Phụ nữ thì ai cũng biết là phụ nữ trang điểm nhạt quá trông lôi thôi, không ra dáng.",gender,"trang điểm nhạt, không ra dáng",phụ nữ,low,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
"Làm việc với đàn bà mệt lắm vì con gái học giỏi quá đàn ông sợ, khó lấy chồng lắm.",gender,"học giỏi quá, khó lấy chồng",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Con trai đồng tính con trai mà nói chuyện cử chỉ điệu đà thì không phải đàn ông thật.,gender,"điệu đà, không phải đàn ông thật",người đồng tính nam,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Không biết sao chứ người đàn ông đàn ông mà khóc trong đám cưới thì trông không ra dáng chú rể.,gender,"khóc trong đám cưới, không ra dáng",đàn ông,medium,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Chẳng ai phủ nhận được người đàn ông việc nội trợ là của đàn bà, đàn ông không cần đụng tay.",gender,"nội trợ của đàn bà, không cần đụng tay",đàn ông,medium,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Chẳng ai phủ nhận được con gái phụ nữ mà không chịu mặc váy thì trông thiếu nữ tính.,gender,"không mặc váy, thiếu nữ tính",phụ nữ,low,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
Chẳng ai phủ nhận được đàn ông Việt Nam đàn ông mà hay khóc thì không xứng làm chồng làm cha.,gender,"hay khóc, không xứng làm chồng",đàn ông,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Chẳng ai phủ nhận được phụ nữ Việt Nam phụ nữ học cao thường kiêu ngạo, khó chịu với người xung quanh.",gender,"học cao kiêu ngạo, khó chịu",phụ nữ,high,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
"Tôi thấy đàn ông đàn ông không cần đẹp, chỉ cần có tiền là lấy được vợ.",gender,"không cần đẹp, có tiền lấy được vợ",đàn ông,medium,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
Dân gian hay nói lesbian con gái mà cắt tóc ngắn mặc đồ nam thì trông không ra con gái.,gender,"cắt tóc ngắn mặc đồ nam, không ra con gái",người đồng tính nữ,medium,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Ai cũng biết người chuyển giới người chuyển giới chỉ là người bệnh tâm thần đang nhầm lẫn về bản thân.,gender,"bệnh tâm thần, nhầm lẫn về bản thân",người chuyển giới,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Người ta vẫn hay nói phụ nữ con gái nên học sư phạm, không cần thiết học các ngành khó.",gender,"không cần thiết ngành khó, học sư phạm",phụ nữ,medium,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Con trai đàn ông mà không có xe hơi nhà lầu thì ế thôi.,gender,"không có xe hơi nhà lầu, ế",đàn ông,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Thật ra đàn bà phụ nữ học cao thường kiêu ngạo, khó chịu với người xung quanh.",gender,"học cao kiêu ngạo, khó chịu",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Tôi thấy nam giới đàn ông mà hay nấu ăn thích làm bếp thì lạ lắm.,gender,"hay nấu ăn, lạ",đàn ông,low,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Ai cũng biết con gái phụ nữ hiện đại nhưng vẫn phải giữ đạo làm vợ làm mẹ.,gender,"đạo làm vợ làm mẹ, phụ nữ hiện đại",phụ nữ,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Thật ra phụ nữ Việt Nam phụ nữ mà có nhiều tiền thường khó tính, khó chịu.",gender,nhiều tiền khó tính khó chịu,phụ nữ,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Kinh nghiệm của tôi là người đồng tính người đồng tính hay thay đổi bạn đời, không chung thủy.",gender,"thay đổi bạn đời, không chung thủy",người đồng tính,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Người phụ nữ phụ nữ mà có nhiều tiền thường khó tính, khó chịu.",gender,nhiều tiền khó tính khó chịu,phụ nữ,medium,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
Câu chuyện hay gặp là người transgender người chuyển giới không thể nào là phụ nữ thật sự hay đàn ông thật sự.,gender,không phải thật sự,người chuyển giới,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Xã hội mình vẫn quan niệm đàn bà phụ nữ không phù hợp với các vị trí CEO hay giám đốc điều hành.,gender,"không phù hợp CEO, giám đốc điều hành",phụ nữ,high,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
"Bạn tôi kể đàn ông Việt Nam đàn ông mà không có xe hơi nhà lầu thì ế thôi, thấy đúng thật.",gender,"không có xe hơi nhà lầu, ế",đàn ông,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Làm việc với người phụ nữ mệt lắm vì đàn ông nhà khoa học nhiều hơn vì họ có tư duy logic tốt hơn.,gender,"tư duy logic tốt hơn, nhà khoa học",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Dân gian hay nói người LGBT hai người đồng tính nuôi con thì đứa trẻ sẽ bị ảnh hưởng xấu.,gender,đứa trẻ bị ảnh hưởng xấu,người đồng tính,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
Làm việc với nam giới mệt lắm vì đàn ông mà hay khóc thì không xứng làm chồng làm cha.,gender,"hay khóc, không xứng làm chồng",đàn ông,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Kinh nghiệm của tôi là người phụ nữ phụ nữ học nghệ thuật hay ngôn ngữ phù hợp hơn khoa học tự nhiên.,gender,"phù hợp hơn, nghệ thuật ngôn ngữ",phụ nữ,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Tôi thấy phụ nữ Việt Nam phụ nữ quá thẳng thắn hay bị đánh giá là thiếu nữ tính.,gender,"thẳng thắn, thiếu nữ tính",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
"Không ít người cho rằng phụ nữ con gái mà hay chửi thề thì trông hư hỏng, mất nết.",gender,"hay chửi thề, hư hỏng mất nết",phụ nữ,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Người ta vẫn hay nói người phụ nữ đàn ông đi làm về mệt rồi, vợ phải lo cơm nước chứ.",gender,"vợ lo cơm nước, đàn ông mệt",phụ nữ,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Tôi đã từng gặp con gái và thấy phụ nữ đã ly hôn một lần thì đàn ông ngại lắm, ai mà tin.",gender,"đã ly hôn, đàn ông ngại",phụ nữ,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Tôi đã từng gặp đàn ông Việt Nam và thấy đàn ông phải lo được tài chính thì mới được tôn trọng trong gia đình.,gender,"lo tài chính, được tôn trọng",đàn ông,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Ai cũng biết con gái không nên giao dự án quan trọng cho phụ nữ vì hay có chuyện gia đình.,gender,"chuyện gia đình, dự án quan trọng",phụ nữ,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
Xã hội mình vẫn quan niệm con trai đồng tính con trai mà điệu điệu thì chắc là gay rồi.,gender,"điệu điệu, chắc là gay",người đồng tính nam,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
"Ai cũng biết con gái mà mạnh mẽ, quyết đoán quá thì mất đi nữ tính.",gender,"mạnh mẽ quyết đoán, mất nữ tính",phụ nữ,high,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
"Bạn tôi kể người LGBT người LGBT không nên thể hiện công khai, ảnh hưởng đến trẻ em, thấy đúng thật.",gender,"không nên thể hiện công khai, ảnh hưởng trẻ em",người LGBT,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
"Kinh nghiệm của tôi là phụ nữ Việt Nam đàn bà xấu thì khó lấy được chồng tốt, phải biết điều đó.",gender,"đàn bà xấu, khó lấy chồng tốt",phụ nữ,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Câu chuyện hay gặp là người phụ nữ đàn ông đi làm về mệt rồi, vợ phải lo cơm nước chứ.",gender,"vợ lo cơm nước, đàn ông mệt",phụ nữ,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Không biết sao chứ phụ nữ đàn ông tuy học kém nhưng nhanh nhạy thực tế hơn phụ nữ.,gender,"học kém, nhanh nhạy thực tế hơn",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
"Kinh nghiệm của tôi là người đàn ông mà vào bếp nấu cơm thì trông kỳ lắm, việc đó là của vợ.",gender,"việc của vợ, vào bếp",đàn ông,medium,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
"Tôi đã từng gặp con gái và thấy con gái điểm cao hơn con trai vì chăm hơn, không phải thông minh hơn.",gender,chăm hơn không phải thông minh hơn,phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Nghe nói người đàn ông là trụ cột gia đình nên không được yếu đuối hay than vãn.,gender,"trụ cột, không được yếu đuối",đàn ông,medium,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Dân gian hay nói đàn bà con gái học đại học xong lấy chồng là lãng phí học vấn.,gender,"lãng phí học vấn, lấy chồng",phụ nữ,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Bạn tôi kể người phụ nữ con gái mà nói nhiều, tranh luận nhiều trông không dễ chịu, thấy đúng thật.",gender,"nói nhiều tranh luận, không dễ chịu",phụ nữ,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
"Nghe nói nam giới đàn ông phải lì, không được than vãn dù khó khăn đến đâu.",gender,"không được than vãn, phải lì",đàn ông,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Không ít người cho rằng phụ nữ Việt Nam phụ nữ không phù hợp với các vị trí quyền lực cao trong chính phủ.,gender,"không phù hợp, quyền lực cao chính phủ",phụ nữ,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
