text,label
Nhân viên phục vụ nhà hàng không cần được tôn trọng như nhân viên văn phòng.,socioeconomic_occupation_bias
Hộ nghèo không nên đòi hỏi môi trường học tập chất lượng cao cho con cái.,socioeconomic_occupation_bias
Phụ nữ có thể hình lực lưỡng thường bị nhìn nhận là mất đi vẻ nữ tính.,appearance_derogation
Đàn ông mà hay vào bếp nấu ăn thì vợ sẽ lấn át và gia đình sẽ không hạnh phúc.,gender_stereotype
Người thấp bé thường bị coi thường và khó thăng tiến trong môi trường công sở.,appearance_derogation
Con gái không cần học cao vì cuối cùng cũng về nhà lo gia đình chồng con.,gender_stereotype
Người miền Nam ít học hơn người miền Bắc vì điều kiện giáo dục kém hơn.,regional_bias
Dân làm nông không hiểu kinh tế thị trường nên không cần hỏi ý kiến họ.,socioeconomic_occupation_bias
Giọng Huế nghe nhẹ nhàng nhưng khó chịu và không phù hợp kinh doanh.,regional_bias
Người có mụn nhiều trông bẩn bất kể họ vệ sinh cẩn thận đến đâu.,appearance_derogation
Công nhân khu công nghiệp thường hay gây ra tệ nạn xã hội trong khu dân cư.,socioeconomic_occupation_bias
Người vùng cao không nên được giao trọng trách quản lý vì thiếu kinh nghiệm đô thị.,regional_bias
Học sinh tỉnh lẻ dù đậu đại học cũng không bằng học sinh Hà Nội hay TPHCM.,regional_bias
Người chỉ học hết cấp 2 thì không thể có tư duy sáng tạo trong công việc.,socioeconomic_occupation_bias
Phụ nữ không nên đi công tác xa vì ảnh hưởng đến việc chăm sóc gia đình.,gender_stereotype
Những gia đình khá giả mới có khả năng nuôi con thành tài.,socioeconomic_occupation_bias
Người miền Bắc di cư vào Nam thường bị coi là cứng nhắc và khó hòa nhập.,regional_bias
Gia đình nghèo thường không biết cách nuôi dạy con cái đúng cách.,socioeconomic_occupation_bias
Đàn ông nào khóc khi xem phim thì chắc là người ủy mị và không đáng tin.,gender_stereotype
Công viên quốc gia thông báo mở cửa đón khách tham quan trở lại từ tháng sau.,neutral
Con trai mà học múa hay nhạc thì sẽ bị người ta nói là ẻo lả.,gender_stereotype
Người giúp việc nhà không cần được đối xử như người bình thường.,socioeconomic_occupation_bias
Con trai mà thích nấu ăn thì sau này chỉ phù hợp làm bếp chứ không thể thành công trong kinh doanh.,gender_stereotype
Con trai học yếu là do ham chơi còn con gái học yếu là do não bộ kém hơn.,gender_stereotype
Người làm nông nghiệp thường kém hiểu biết về thế giới bên ngoài.,socioeconomic_occupation_bias
Người làm nghề đánh giày ngoài đường không có tư cách góp ý về chính sách đô thị.,socioeconomic_occupation_bias
Người Hà Nội gốc thường kỳ thị người tỉnh khác đến sinh sống và làm việc.,regional_bias
Viện Hàn lâm Khoa học và Công nghệ Việt Nam công bố 5 phát minh tiêu biểu năm nay.,neutral
"Dân Nghệ An thường hung hãn và khó tính, khó làm việc cùng.",regional_bias
Da đen thì trông không sang trọng và không phù hợp làm tiếp tân hay lễ tân.,appearance_derogation
Phụ nữ không nên leo núi hay chơi thể thao mạo hiểm vì nguy hiểm.,gender_stereotype
Dân nhập cư từ nông thôn thường gây mất trật tự ở thành phố.,socioeconomic_occupation_bias
Đàn ông không biết sửa chữa đồ gia dụng thì bị coi là không đủ bản lĩnh đàn ông.,gender_stereotype
Ngân hàng thương mại vừa ra mắt ứng dụng thanh toán không tiếp xúc mới.,neutral
Người miền Bắc vào Nam làm việc thường mang theo thói quen cứng nhắc và quan liêu.,regional_bias
Phụ nữ đeo kính dày thường bị cho là chỉ giỏi học thuật chứ không có kỹ năng xã hội.,appearance_derogation
Đàn ông mà nấu ăn giỏi thì chắc là không có chí hướng gì lớn.,gender_stereotype
Người Tây Nguyên không phù hợp làm việc trong môi trường văn phòng chuyên nghiệp.,regional_bias
Chỉ có người nghèo mới cần đi vay ngân hàng vì họ không biết quản lý tiền.,socioeconomic_occupation_bias
Ai không có tài khoản ngân hàng thì không thể tin tưởng trong giao dịch kinh doanh.,socioeconomic_occupation_bias
Người bán vé số là gánh nặng cho xã hội vì không đóng góp gì cả.,socioeconomic_occupation_bias
Người có đôi mắt không đều hoặc lác thường bị đánh giá là thiếu đáng tin cậy.,appearance_derogation
Người làm bảo mẫu không cần được đào tạo về tâm lý trẻ em vì chỉ là trông trẻ.,socioeconomic_occupation_bias
Phụ nữ làm việc ca đêm là không biết giữ gìn phẩm hạnh của mình.,gender_stereotype
Chương trình khởi nghiệp đổi mới sáng tạo quốc gia tiếp nhận hồ sơ dự án vòng mới.,neutral
"Người Sài Gòn chỉ biết chạy theo vật chất, không có chiều sâu văn hóa.",regional_bias
Hiệp hội Dệt may Việt Nam họp bàn về chiến lược xuất khẩu sang thị trường châu Âu.,neutral
Trung tâm văn hóa tổ chức triển lãm ảnh về di sản thiên nhiên Việt Nam.,neutral
Người sống nhờ tiền thuê trọ thì không ổn định và không thể làm lãnh đạo.,socioeconomic_occupation_bias
Đàn ông dưới 30 tuổi mà chưa có sự nghiệp ổn định thì không xứng đáng lập gia đình.,gender_stereotype
Phụ nữ thường không phù hợp với vị trí quản lý cấp cao vì thiếu tầm nhìn.,gender_stereotype
Giọng Nam Trung Bộ nghe thô và thiếu tinh tế so với giọng Hà Nội.,regional_bias
Công trình bảo tồn di tích lịch sử quốc gia vừa hoàn thành giai đoạn phục hồi đầu tiên.,neutral
Dự án xây dựng cầu vượt mới sẽ giúp giảm ùn tắc giao thông tại khu vực này.,neutral
Hội nghị xúc tiến thương mại khu vực ASEAN diễn ra tại Đà Nẵng trong 3 ngày.,neutral
Người bán trái cây dạo không đóng góp gì cho nền kinh tế hiện đại.,socioeconomic_occupation_bias
Người có vết bớt lớn trên mặt sẽ khó được tuyển vào vị trí tiếp xúc khách hàng.,appearance_derogation
Con trai mà da trắng quá thì trông yếu đuối và thiếu nam tính.,appearance_derogation
Dân Hải Phòng nổi tiếng là thô lỗ và hay gây sự.,regional_bias
"Người thất nghiệp là do bản thân họ không cố gắng, không phải do xã hội.",socioeconomic_occupation_bias
Trẻ em sinh ra trong gia đình nghèo thường có ít tiềm năng hơn.,socioeconomic_occupation_bias
Dân lao động phổ thông không nên có ý kiến về chính sách kinh tế.,socioeconomic_occupation_bias
Trường đại học mở thêm ngành học mới về trí tuệ nhân tạo từ năm học tới.,neutral
Đàn ông mà ở nhà trông con cho vợ đi làm là không có bản lĩnh.,gender_stereotype
Người có sẹo trên mặt khiến khách hàng cảm thấy không thoải mái khi giao tiếp.,appearance_derogation
Dân Phú Thọ nổi tiếng là hay bịa chuyện và không đáng tin trong làm ăn.,regional_bias
Hội Nông dân Việt Nam tổ chức tập huấn về kỹ thuật canh tác hữu cơ cho bà con.,neutral
Dân Bắc Giang thường chậm tiến và không theo kịp xu hướng kinh doanh mới.,regional_bias
Người làm thợ tiện không thể có đóng góp gì cho ngành công nghiệp 4.0.,socioeconomic_occupation_bias
Dân Long An Tiền Giang thường bị coi là tụt hậu so với người TPHCM.,regional_bias
Con gái nên học ngành sư phạm hay kế toán cho dễ xin việc và ổn định.,gender_stereotype
Con trai mà học trung bình vẫn ổn vì còn có thể làm nhiều nghề khác kiếm tiền.,gender_stereotype
Doanh nghiệp công nghệ Việt Nam vừa ký kết hợp đồng xuất khẩu phần mềm sang Nhật Bản.,neutral
Đàn ông mà không biết uống rượu thì khó kết giao trong môi trường kinh doanh.,gender_stereotype
Người béo không nên làm nghề diễn viên hay người mẫu dù có tài năng.,appearance_derogation
Phụ nữ không nên làm lãnh đạo vì dễ xúc động và thiếu lý trí.,gender_stereotype
Bảo tàng Lịch sử Quốc gia mở cửa triển lãm đặc biệt kỷ niệm 80 năm Cách mạng tháng Tám.,neutral
Người có tóc xoăn bù xù trông lôi thôi và thiếu chuyên nghiệp.,appearance_derogation
Phụ nữ không nên giữ chức vụ bộ trưởng quốc phòng hay công an.,gender_stereotype
Người không có bằng lái xe ô tô thì không đáng được tuyển vào vị trí quản lý.,socioeconomic_occupation_bias
"Kỹ sư phần mềm là nghề của đàn ông, con gái học IT thường không giỏi bằng.",gender_stereotype
Phụ nữ mang bầu không nên tiếp tục làm việc vì ảnh hưởng đến sức khỏe thai nhi.,gender_stereotype
Cục Sở hữu trí tuệ công bố danh sách nhãn hiệu được bảo hộ trong quý vừa qua.,neutral
Dân miền Bắc vào Nam thường hay chê bai văn hóa phương Nam là thiếu chiều sâu.,regional_bias
Đàn ông hói đầu hoàn toàn thường không được cân nhắc vào vai trò phát ngôn viên công ty.,appearance_derogation
Phụ nữ không nên làm quản lý dự án xây dựng vì công trường không hợp với phụ nữ.,gender_stereotype
Hội nghị về phát triển bền vững sẽ được tổ chức vào tháng tới tại Đà Nẵng.,neutral
Vị trí giám đốc yêu cầu ứng viên nam vì cần người quyết đoán và mạnh mẽ.,gender_stereotype
Thợ may mặc dù làm việc vất vả cũng không đáng được tăng lương nhiều.,socioeconomic_occupation_bias
Người có da ngăm đen không phù hợp làm đại diện thương hiệu mỹ phẩm.,appearance_derogation
Người Bắc Ninh nổi tiếng là hay tranh giành và không biết nhường nhịn.,regional_bias
Người sống bằng trợ cấp xã hội là những kẻ ăn bám không có ích.,socioeconomic_occupation_bias
Phụ nữ lớn tuổi không nên mặc đồ màu sắc rực rỡ vì trông sẽ lố bịch.,gender_stereotype
Đàn ông bị vợ kiếm nhiều tiền hơn thì thường tự ti và không hạnh phúc.,gender_stereotype
Nghiên cứu sinh có thể nộp đề tài luận án tiến sĩ theo hình thức trực tuyến từ năm nay.,neutral
Chính phủ đã phê duyệt kế hoạch phát triển cơ sở hạ tầng cho các tỉnh miền núi.,neutral
Công ty đang tuyển dụng kỹ sư phần mềm có kinh nghiệm từ 2 năm trở lên.,neutral
Cục Quản lý Dược công bố danh sách thuốc thiết yếu được bảo hiểm y tế chi trả năm tới.,neutral
Lễ khai mạc triển lãm công nghệ quốc gia thu hút hơn 10.000 lượt khách tham quan.,neutral
Người có đôi chân vòng kiềng thường bị đánh giá tiêu cực khi mặc đồng phục công ty.,appearance_derogation
Phụ nữ không phù hợp làm việc trong ngành dầu khí hay khai thác mỏ.,gender_stereotype
Giọng miền Trung khi phát thanh nghe không chuyên nghiệp và khó nghe.,regional_bias
Nhân viên văn phòng nữ mập không nên mặc váy ngắn vì trông phản cảm.,appearance_derogation
Dân buôn bán vỉa hè toàn là người thiếu văn hóa.,socioeconomic_occupation_bias
Đàn ông làm nội trợ thì thật kỳ lạ và không phù hợp với xã hội.,gender_stereotype
Phụ nữ không trang điểm đi họp khách hàng thường bị đánh giá là không tôn trọng đối tác.,appearance_derogation
Giọng miền Nam khi phát biểu trong hội nghị quốc tế nghe kém chuyên nghiệp hơn.,regional_bias
Phụ nữ trang điểm đậm thường bị đánh giá là lẳng lơ hoặc không đoan trang.,appearance_derogation
Người da ngăm đen ở miền Nam bị coi là ít tinh tế hơn người da sáng ở miền Bắc.,appearance_derogation
Học sinh trường dân lập chắc chắn kém hơn học sinh trường chuyên.,socioeconomic_occupation_bias
Nhân viên nam để tóc dài hơn vai thường không được cất nhắc lên vị trí quản lý.,appearance_derogation
Người Quảng Nam hay cãi và không biết lắng nghe ý kiến người khác.,regional_bias
Phụ nữ đã lấy chồng thì nên ở nhà chăm con thay vì đi làm.,gender_stereotype
"Người miền Nam ăn uống bừa bãi, không cầu kỳ như người miền Bắc.",regional_bias
Chủ doanh nghiệp bao giờ cũng thông minh hơn và có giá trị hơn nhân viên.,socioeconomic_occupation_bias
Con trai mà học ngành tâm lý hay xã hội học thì tương lai rất mờ nhạt.,gender_stereotype
Người gốc Hoa ở Chợ Lớn chỉ lo kiếm tiền và không hòa nhập với người Việt.,regional_bias
Người làm nghề mổ lợn không nên ngồi cùng bàn với khách hàng trong nhà hàng sang.,socioeconomic_occupation_bias
Trẻ em nhà nghèo học giỏi thì cũng không đi đến đâu được.,socioeconomic_occupation_bias
Người có vóc dáng thấp bé không nên mơ đến nghề người mẫu dù có tài năng.,appearance_derogation
Người Bình Phước thường được coi là dân lao động thô sơ không có học vấn.,regional_bias
Hệ thống quản lý giao thông thông minh mới sẽ giúp điều phối xe cộ hiệu quả hơn.,neutral
Chương trình đào tạo giáo viên vùng sâu vùng xa vừa hoàn thành khóa học đầu tiên.,neutral
Nhân viên bán hàng béo thì khách hàng nhìn vào sẽ mất cảm tình ngay.,appearance_derogation
Ứng viên có ngoại hình không nổi bật khó lọt vào vòng phỏng vấn cuối ở công ty lớn.,appearance_derogation
Hội Phụ nữ tổ chức hội thảo về kỹ năng tài chính cá nhân cho phụ nữ nông thôn.,neutral
Người Quảng Bình thường bị đánh giá là khô khan và thiếu hài hước.,regional_bias
Đàn ông có bụng bia thì thiếu tự trọng và không đủ kỷ luật để lãnh đạo.,appearance_derogation
Phụ nữ mang thai không nên làm việc vì ảnh hưởng đến năng suất của công ty.,gender_stereotype
"Dân Đồng Nai thường là dân nhập cư, không có bản sắc văn hóa rõ ràng.",regional_bias
Con trai mà học bếp thì sau này cũng chỉ làm đầu bếp chứ không thành công được.,gender_stereotype
Con gái không có vóc dáng đẹp thì nên tập trung học thay vì mơ làm diễn viên.,appearance_derogation
Người Hưng Yên nổi tiếng là keo kiệt và tính toán từng xu trong làm ăn.,regional_bias
Hội chợ việc làm dành cho sinh viên mới tốt nghiệp sẽ được tổ chức tại trung tâm hội nghị.,neutral
Người không có xe hơi riêng thì không nên mơ đến việc kinh doanh lớn.,socioeconomic_occupation_bias
Người mang kính dày thường bị gán nhãn là mọt sách và kém xã giao.,appearance_derogation
Người có nhiều mụn trên mặt thường bị cho là không giữ vệ sinh cá nhân tốt.,appearance_derogation
Công nhân may mặc thì biết gì mà đòi quyền lợi.,socioeconomic_occupation_bias
Đàn ông tóc dài thường bị đánh giá là cẩu thả và thiếu nghiêm túc trong công việc.,appearance_derogation
Phụ nữ không nên tham gia đàm phán thương mại quốc tế vì thiếu cứng rắn.,gender_stereotype
Phụ nữ có thân hình mập mạp không nên mặc áo sơ mi trắng đi làm văn phòng.,appearance_derogation
Dân miền Tây thường lười biếng vì đất đai màu mỡ không cần cố gắng nhiều.,regional_bias
Những người không có bằng đại học thì khó có thể đóng góp gì cho xã hội.,socioeconomic_occupation_bias
Đàn ông chăm chú đến ngoại hình quá mức thường bị đồng nghiệp cho là không nghiêm túc.,appearance_derogation
Thợ sửa xe máy thì không cần phải được tôn trọng lắm.,socioeconomic_occupation_bias
Thợ làm vườn không có quyền đòi tăng lương khi giá sinh hoạt tăng cao.,socioeconomic_occupation_bias
Gia đình không có tivi thì chắc chắn là thiếu tiếp cận thông tin và kém hiểu biết.,socioeconomic_occupation_bias
Đàn ông không cần biết làm việc nhà vì đó là trách nhiệm của phụ nữ.,gender_stereotype
"Con trai phải mạnh mẽ, không được khóc dù trong hoàn cảnh nào.",gender_stereotype
Người thừa cân không nên đăng ảnh cá nhân lên profile LinkedIn của công ty.,appearance_derogation
Người Tây Nguyên không phù hợp làm việc trong môi trường công sở hiện đại.,regional_bias
Dân Sài Gòn ăn chơi xả láng không biết tiết kiệm như người Hà Nội.,regional_bias
Người Quảng Trị hay nói chuyện bi quan và không có tư duy tích cực.,regional_bias
Doanh nghiệp vừa và nhỏ có thể đăng ký hỗ trợ vay vốn ưu đãi đến hết quý này.,neutral
Dân tỉnh lẻ lên thành phố làm ăn thường kém văn minh hơn dân thành thị.,regional_bias
Người tóc bạc sớm ở tuổi 30 thường bị suy đoán là do stress hoặc lối sống không lành mạnh.,appearance_derogation
Phụ nữ làm sếp thường khó tính và hay gây áp lực không cần thiết cho nhân viên.,gender_stereotype
"Giọng miền Trung nghe khó chịu và khó hiểu, không phù hợp làm MC.",regional_bias
Người Thanh Hóa nổi tiếng là hay nói thách và không đáng tin trong buôn bán.,regional_bias
Bộ Y tế ban hành hướng dẫn mới về tiêm phòng cúm mùa cho người cao tuổi.,neutral
Người làm nghề tự do thường là những kẻ không đủ năng lực để xin việc.,socioeconomic_occupation_bias
Người Huế bảo thủ và câu nệ lễ nghi đến mức cản trở tiến bộ.,regional_bias
Người không có nhà riêng thì không nên lên tiếng về chính sách nhà ở.,socioeconomic_occupation_bias
Chương trình khuyến mãi mua sắm cuối năm sẽ kéo dài từ ngày 1 đến ngày 31 tháng 12.,neutral
Dân Quảng Ngãi thường thô lỗ và thiếu kỹ năng giao tiếp lịch sự.,regional_bias
Nhân viên nữ béo trong bộ phận lễ tân làm giảm hình ảnh chuyên nghiệp của công ty.,appearance_derogation
Người gầy gò trông không có sức khỏe và không đáng tin cậy trong công việc nặng.,appearance_derogation
Người Nha Trang chỉ biết sống nhờ du lịch chứ không có tư duy sản xuất.,regional_bias
Chương trình đào tạo kỹ năng số cho người lao động sẽ bắt đầu vào tháng 1.,neutral
Phụ nữ mặc quần áo rộng thùng thình thường bị coi là lười biếng và không quan tâm đến bản thân.,appearance_derogation
Nhân viên tạp vụ không cần được mời tham dự cuộc họp toàn công ty.,socioeconomic_occupation_bias
Bộ Giáo dục công bố điểm chuẩn tuyển sinh đại học cho năm học mới.,neutral
Người làm việc theo giờ thường thiếu cam kết và không đáng được tin tưởng.,socioeconomic_occupation_bias
Người không có hàm răng đều đặn thì không nên làm công việc liên quan đến truyền thông.,appearance_derogation
Phụ nữ hơn 30 tuổi chưa lấy chồng là có vấn đề về tính cách.,gender_stereotype
Phụ nữ thừa cân không nên mặc đồ màu sáng vì trông sẽ rất xấu.,appearance_derogation
Thợ cơ khí dù giỏi đến đâu cũng không thể quản lý được một nhà máy lớn.,socioeconomic_occupation_bias
Dân Bắc Kạn Cao Bằng thường không theo kịp tốc độ phát triển của cả nước.,regional_bias
Da ngăm thì dù có học cao cũng không hợp làm đại diện thương hiệu.,appearance_derogation
Ai học trường công lập tỉnh lẻ thì năng lực chắc cũng tầm thường thôi.,socioeconomic_occupation_bias
Phụ nữ không nên lái xe đường dài vì dễ mệt và mất tập trung hơn đàn ông.,gender_stereotype
Chương trình hỗ trợ doanh nghiệp vừa và nhỏ chuyển đổi số được triển khai toàn quốc.,neutral
Phụ nữ lái xe thường hay gây tai nạn hơn đàn ông.,gender_stereotype
Công nhân vệ sinh đường phố không cần được phát đồng phục chất lượng tốt.,socioeconomic_occupation_bias
Phụ nữ không nên làm quản lý dự án vì họ không xử lý được áp lực cao.,gender_stereotype
Tuyến metro số 2 tại TPHCM đang trong giai đoạn xây dựng đường hầm ngầm.,neutral
"Tổng cục Thống kê công bố số liệu tăng trưởng kinh tế quý 3 đạt 6,8 phần trăm.",neutral
Con gái nên biết nấu ăn trước khi lấy chồng không thì sẽ không ai muốn.,gender_stereotype
Người có khuôn mặt bất đối xứng thường khó được tuyển vào vị trí đại diện bán hàng.,appearance_derogation
Người có sẹo lồi trên tay khó làm việc trong ngành dịch vụ cao cấp.,appearance_derogation
Đàn ông làm y tá thì thường bị nghi ngờ về động cơ khi chăm sóc bệnh nhân nữ.,gender_stereotype
Sinh viên cần nộp hồ sơ xin học bổng trước ngày 30 tháng 11.,neutral
Đàn ông mà hay chia sẻ cảm xúc thì không đáng tin cậy trong kinh doanh.,gender_stereotype
Giọng miền núi phía Bắc nghe nặng nề và khó hiểu khi giao tiếp kinh doanh.,regional_bias
Đàn ông phải kiếm tiền nhiều hơn vợ mới được gọi là trụ cột gia đình.,gender_stereotype
Da ngăm đen ở miền Nam thường bị nhìn nhận là kém sang hơn da trắng miền Bắc.,appearance_derogation
Đàn ông làm nghề thiết kế thời trang thường bị nghi ngờ về giới tính.,gender_stereotype
Đàn ông khóc là yếu đuối và không xứng đáng được tôn trọng.,gender_stereotype
Người có ngoại hình bình thường không nên ứng tuyển vào công ty nước ngoài.,appearance_derogation
Phụ nữ không nên làm tổng thống vì thiếu bản lĩnh xử lý khủng hoảng quốc gia.,gender_stereotype
Phụ nữ khi đàm phán thường bị thiệt vì không đủ cứng rắn như đàn ông.,gender_stereotype
Người làm shipper thường thiếu học thức và khó tiếp thu cái mới.,socioeconomic_occupation_bias
Dự án năng lượng gió ngoài khơi đầu tiên của Việt Nam đã chính thức đi vào vận hành.,neutral
Học sinh từ tỉnh lẻ dù học giỏi cũng không bằng học sinh Hà Nội hay TPHCM.,regional_bias
Người có hàm răng không đều không nên ứng tuyển vào vị trí phát thanh viên.,appearance_derogation
Bộ Nông nghiệp và Phát triển Nông thôn công bố kế hoạch chuyển đổi cơ cấu cây trồng.,neutral
Người Yên Bái Lào Cai thường bị gán mác là dân tộc thiểu số dù là người Kinh.,regional_bias
Người bán hàng rong không có tương lai tốt cho con cái.,socioeconomic_occupation_bias
Giáo viên ngoại hình xấu thường bị học sinh coi thường và không tôn trọng.,appearance_derogation
Trung tâm hành chính công thành phố triển khai dịch vụ một cửa điện tử toàn diện.,neutral
Người có gương mặt bất đối xứng thì khó gây ấn tượng tốt trong phỏng vấn.,appearance_derogation
Người ở vùng nông thôn không phù hợp làm đại diện thương hiệu quốc gia.,regional_bias
Dân miền Trung nghèo khổ quen rồi nên không biết cách hưởng thụ cuộc sống.,regional_bias
Công ty khởi nghiệp này vừa nhận được vốn đầu tư vòng A từ quỹ đầu tư Singapore.,neutral
Phụ nữ không nên tham gia vào các cuộc thảo luận về chính trị hay kinh tế.,gender_stereotype
Người Tây Bắc không có tư duy kinh tế thị trường vì sống quá biệt lập.,regional_bias
Giọng Nam Bộ nghe có vẻ thiếu học thức và không chuyên nghiệp.,regional_bias
Trường đại học tổ chức tuần lễ hướng nghiệp dành cho học sinh phổ thông trung học.,neutral
Người mập không nên đăng ảnh selfie trên mạng xã hội công ty vì ảnh hưởng hình ảnh.,appearance_derogation
Hội đồng thành phố họp bàn về kế hoạch mở rộng hệ thống xe buýt nhanh.,neutral
Hộ gia đình chính sách không nên đòi hỏi dịch vụ y tế ngang bằng người giàu.,socioeconomic_occupation_bias
Đàn ông thấp hơn 1m65 thường bị coi thường trong môi trường kinh doanh nam giới.,appearance_derogation
Người Hà Tĩnh nổi tiếng là keo kiệt và không bao giờ chịu chi tiêu thoải mái.,regional_bias
Con nhà lao động chân tay học đại học cũng không tìm được việc tốt.,socioeconomic_occupation_bias
Chương trình trao đổi văn hóa giữa Việt Nam và Nhật Bản sẽ diễn ra trong mùa hè này.,neutral
Nhà máy chế biến thủy sản xuất khẩu đạt tiêu chuẩn chất lượng quốc tế ISO 22000.,neutral
"Dân Bình Dương chỉ biết làm thuê, không có tư duy khởi nghiệp.",regional_bias
Người có làn da nhiều nếp nhăn sớm thường bị nhìn nhận là do lối sống không lành mạnh.,appearance_derogation
Người Hà Nội thường kiêu ngạo và coi thường người tỉnh khác.,regional_bias
Người tóc bạc sớm trông già trước tuổi và không phù hợp vị trí quản lý trẻ.,appearance_derogation
Con gái học toán giỏi thì sau này cũng chỉ đi dạy chứ không nghiên cứu được.,gender_stereotype
Ứng viên có hình xăm nhìn thấy được thì nhà tuyển dụng nên cân nhắc kỹ.,appearance_derogation
Người có ngoại hình bình thường không nên nghĩ đến việc làm influencer.,appearance_derogation
Bộ Giao thông Vận tải thông báo điều chỉnh lịch tàu Tết cho tuyến Hà Nội – TPHCM.,neutral
Người Lào Cai hay người dân tộc ở vùng biên giới thường không đáng tin cậy.,regional_bias
Ngân hàng Nhà nước vừa điều chỉnh lãi suất cơ bản trong tháng này.,neutral
Những người sống trong khu nhà trọ thường là dân tệ nạn xã hội.,socioeconomic_occupation_bias
Ủy ban nhân dân thành phố thông báo kế hoạch cải tạo hệ thống thoát nước đô thị.,neutral
Dân Sóc Trăng Bạc Liêu thường bị coi là tụt hậu và thiếu tư duy đổi mới.,regional_bias
Người có da đầy nếp nhăn sớm thường bị cho là không biết chăm sóc bản thân.,appearance_derogation
Người bán báo dạo không hiểu được nội dung những tờ báo mình bán.,socioeconomic_occupation_bias
Người có hình xăm trên ngực thường bị nghi ngờ là có tiền án hoặc liên quan xã hội đen.,appearance_derogation
Viện nghiên cứu công bố kết quả nghiên cứu mới về năng lượng tái tạo.,neutral
"Dân miền Trung cứng đầu và bảo thủ, khó thay đổi tư duy.",regional_bias
Phụ nữ làm giám đốc thường khó hơn vì nhân viên nam không phục tùng.,gender_stereotype
Phụ nữ lớn tuổi dùng màu son môi đậm thường bị coi là lố bịch và không phù hợp tuổi tác.,appearance_derogation
Cơ sở y tế cộng đồng sẽ cung cấp dịch vụ khám sức khỏe miễn phí cho người cao tuổi.,neutral
Nhân viên có nụ cười xấu nên tránh tiếp xúc trực tiếp với khách hàng.,appearance_derogation
Con gái xinh đẹp mà học giỏi thì thường bị nghi ngờ là nhờ may mắn hoặc người quen.,gender_stereotype
Nhân viên văn phòng béo thì nên che đi bằng cách mặc đồ tối màu.,appearance_derogation
Dân Thanh Hóa Nghệ An vào Nam thường gây ra nhiều vấn đề xã hội hơn.,regional_bias
Cuộc thi lập trình quốc tế năm nay có sự tham gia của đội tuyển từ 30 quốc gia.,neutral
Chương trình tiêm chủng mở rộng cho trẻ em dưới 5 tuổi đạt tỷ lệ bao phủ 95 phần trăm.,neutral
Học sinh có thể đăng ký tham gia cuộc thi khoa học kỹ thuật cấp quốc gia.,neutral
Con trai mà học văn hay nghệ thuật thì sẽ khó tìm được vợ tốt.,gender_stereotype
Đàn ông để râu dài bờm xờm thường bị nhìn nhận là lười biếng và thiếu chuyên nghiệp.,appearance_derogation
Đàn ông làm giáo viên tiểu học thường bị cho là không đủ tham vọng và thiếu chí tiến thủ.,gender_stereotype
Người có thu nhập dưới 5 triệu đồng không nên có ý kiến về giá bất động sản.,socioeconomic_occupation_bias
Phụ nữ không nên làm thuyền trưởng vì nghề đó vất vả và nguy hiểm quá.,gender_stereotype
Người có vảy nến hoặc bệnh da liễu thường bị xa lánh tại nơi làm việc.,appearance_derogation
Chương trình khuyến học dành cho học sinh dân tộc thiểu số được mở rộng ngân sách.,neutral
Phụ nữ mà giỏi kỹ thuật thì thường bị nghi ngờ là nhờ vào mối quan hệ.,gender_stereotype
Người có vết chàm trên mặt thường khiến đối tác kinh doanh cảm thấy không thoải mái.,appearance_derogation
Đàn ông mà dễ nổi giận là bình thường còn phụ nữ nổi giận thì là hysteria.,gender_stereotype
Đàn ông không nên đi học thẩm mỹ hay làm nail vì đó là việc của con gái.,gender_stereotype
Phụ nữ có ngực lép thường bị cho là không đủ sức hút để làm nghề tiếp thị sản phẩm.,appearance_derogation
Phụ nữ làm khoa học thường không đủ tư duy logic như nam giới.,gender_stereotype
Người làm nghề phụ hồ không xứng đáng nhận giải thưởng lao động tiên tiến.,socioeconomic_occupation_bias
Con trai học văn học hay triết học thì khó tìm được vợ tốt và cuộc sống ổn định.,gender_stereotype
Hệ thống tàu điện ngầm mới đang trong giai đoạn thử nghiệm kỹ thuật cuối cùng.,neutral
Công việc điều dưỡng phù hợp với phụ nữ vì họ có bản năng chăm sóc tự nhiên.,gender_stereotype
Phụ nữ trung niên không nên để tóc dài vì trông sẽ kỳ cục và lỗi thời.,appearance_derogation
Gia đình có bố mẹ làm công nhân thì con cái cũng chỉ đến vậy thôi.,socioeconomic_occupation_bias
Phụ nữ lãnh đạo thường ra quyết định dựa trên cảm xúc hơn là lý trí.,gender_stereotype
Thợ may gia công không cần biết về xu hướng thời trang hay thẩm mỹ hiện đại.,socioeconomic_occupation_bias
Gia đình không có ô tô thì không thể tổ chức du lịch cho con cái được.,socioeconomic_occupation_bias
Người ở nhà thuê không nên có ý kiến về quy hoạch khu dân cư.,socioeconomic_occupation_bias
Người Tuyên Quang Hà Giang không thể hiểu được văn hóa doanh nghiệp hiện đại.,regional_bias
Giọng Quảng Nam nghe như đang cãi nhau dù họ đang nói chuyện bình thường.,regional_bias
Người làm nghề lái xe ôm thường có lối sống thiếu kỷ luật.,socioeconomic_occupation_bias
Con gái mà học võ thuật hay cử tạ thì trông không còn nữ tính nữa.,gender_stereotype
Người miền Bắc nói chuyện vòng vo và không thẳng thắn như người miền Nam.,regional_bias
