text,label,bias_terms,target_group,severity,safer_text,label_id
"Người phụ nữ thì ai cũng biết là phụ nữ sau khi sinh phải nhanh lấy lại vóc dáng, không thì chồng chê.",Gender Bias,"lấy lại vóc dáng, chồng chê",phụ nữ,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Có định kiến rằng nhóm có ý kiến trái chiều luôn luôn thiếu hiểu biết.,Political Bias,luôn thiếu hiểu biết,nhóm có ý kiến trái chiều,high,Không nên đồng nhất mọi cá nhân trong một nhóm quan điểm.,9
Tôi không thích người phụ nữ vì phụ nữ làm chính trị hay dùng quan hệ hơn là thực lực.,Gender Bias,"dùng quan hệ, thực lực",phụ nữ,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
"Gen Y hay than vãn về áp lực, không cứng rắn bằng thế hệ 7x.",Age Bias,"gen Y, không cứng rắn",Thế hệ 9x/Millennials,Medium,Nhận thức về sức khỏe tâm thần và nói lên vấn đề là điều tích cực.,2
"Người Đà Nẵng thì ai cũng biết là thực dụng, chỉ tính cái lợi trước mắt.",Regional Bias,"thực dụng, tính toán",Người miền Trung,medium,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
"Ông bà tôi hay nói làm thợ may thì thu nhập thấp, không đáng học.",Occupation Bias,"thu nhập thấp, không đáng học",thợ may,medium,Thợ may lành nghề có thể có thu nhập tốt và tự xây dựng sự nghiệp trong ngành thời trang.,4
Người làm nghiên cứu khoa học thì sống xa thực tế lắm.,Occupation Bias,sống xa thực tế,nhà nghiên cứu,medium,Nhà nghiên cứu đóng góp thiết yếu cho tiến bộ xã hội thông qua các giải pháp dựa trên bằng chứng.,4
"Ông bà tôi hay nói nghề đầu bếp thì làm gì có tương lai, chỉ đứng bếp cả đời.",Occupation Bias,làm gì có tương lai,đầu bếp,medium,Đầu bếp có nhiều cơ hội phát triển từ quản lý nhà hàng đến mở cơ sở kinh doanh riêng.,4
Người ta vẫn hay nói phụ nữ con gái mà không biết ăn mặc đẹp thì khó lấy được chồng khá.,Gender Bias,"ăn mặc đẹp, chồng khá",phụ nữ,high,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
Nghề đánh cá thì cũng chỉ là sống theo đuôi cá thôi. Đó là định kiến cần thay đổi.,Occupation Bias,sống theo đuôi cá,ngư dân,medium,Ngư dân đóng vai trò quan trọng trong cung ứng thực phẩm và phát triển kinh tế biển.,4
Người da quá nhạy cảm dễ đỏ ửng trông yếu đuối.,Appearance Bias,"da nhạy cảm, da dễ đỏ",người da nhạy cảm,medium,Da nhạy cảm là đặc điểm sinh lý và không phản ánh sức mạnh thể chất hay tinh thần.,11
"Đàn bà thì ai cũng biết là phụ nữ không nên giữ chức vụ cao hơn chồng, sẽ ảnh hưởng hôn nhân.",Gender Bias,"chức vụ cao hơn chồng, ảnh hưởng hôn nhân",phụ nữ,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
"Xã hội mình hay quan niệm mấy cô trồng dâu nuôi tằm thì học ít, làm nhiều, sao lên được.",Occupation Bias,"học ít, làm nhiều, sao lên được",người trồng dâu nuôi tằm,medium,Nghề trồng dâu nuôi tằm đòi hỏi kiến thức kỹ thuật và là di sản văn hóa nông nghiệp Việt Nam.,4
"Xã hội mình hay quan niệm người rửa bát thuê thì không có tương lai, cần đổi nghề khác.",Occupation Bias,không có tương lai,người rửa bát,medium,Mọi công việc lương thiện đều có giá trị; nhiều doanh nhân thành đạt từng làm những việc khiêm tốn.,4
Không ít người cho rằng đàn ông đàn ông mà để vợ trả tiền khi đi ăn trông mất tư cách.,Gender Bias,"vợ trả tiền, mất tư cách",đàn ông,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
"Thật ra dân cảng thô lỗ, không biết cư xử với người lớn tuổi.",Regional Bias,"thô lỗ, thiếu lễ phép",Người Hải Phòng,medium,"Mỗi người có cá tính riêng, không nên đánh giá dựa trên xuất thân vùng miền.",12
Người cao tuổi thường không có khả năng học ngôn ngữ lập trình.,Age Bias,"người cao tuổi, lập trình",Người cao tuổi,High,Nhiều người lớn tuổi học lập trình thành công và có đóng góp quan trọng trong ngành.,2
Không biết sao chứ dân xứ Nghệ thiếu văn minh so với người thành phố.,Regional Bias,"thiếu văn minh, quê mùa",Người Nghệ An,high,"Mỗi người có cá tính riêng, không nên đánh giá dựa trên xuất thân vùng miền.",12
"Mặc đồ không brand thì trông rẻ tiền lắm, nhìn là biết ngay.",Class/Socioeconomic Bias,người không dùng hàng hiệu,medium,medium,Giá trị con người không được đo bằng nhãn hiệu trên quần áo.,3
Thật ra con trai đàn ông mà để vợ kiếm nhiều tiền hơn thì mất mặt lắm.,Gender Bias,"vợ kiếm nhiều hơn, mất mặt",đàn ông,high,Không nên áp đặt kỳ vọng hay giới hạn dựa trên giới tính của ai.,1
Người lùn đi cùng người cao trông như hầu cận.,Appearance Bias,"lùn, thấp bé",người thấp bé,high,Sự khác biệt về chiều cao không tạo ra quan hệ cấp bậc.,11
"Nghe nói người trồng rau thì không cần học cao, trồng thế nào cũng được.",Occupation Bias,"không cần học cao, trồng thế nào cũng được",người trồng rau,medium,"Nông nghiệp hiện đại đòi hỏi hiểu biết về kỹ thuật canh tác, đất, nước và quản lý dịch bệnh.",4
"Bạn tôi kể dân xứ Nghệ keo kiệt, không dám tiêu tiền, thấy đúng thật.",Regional Bias,"keo kiệt, bủn xỉn",Người miền Trung,high,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
"Mọi người đều nói đàn bà về nhà chồng rồi phải nghe lời mẹ chồng, đó là đạo làm dâu.",Gender Bias,"nghe lời mẹ chồng, đạo làm dâu",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Nhiều người nghĩ người không bằng cấp thì chỉ đi bốc vác kiếm sống qua ngày.,Occupation Bias,chỉ đi bốc vác kiếm sống qua ngày,lao động bốc vác,high,Người lao động bốc vác có thể học thêm kỹ năng và tìm con đường phát triển riêng.,4
Mấy bạn trẻ này không biết ứng xử chuyên nghiệp ở công sở.,Age Bias,"mấy bạn trẻ, ứng xử công sở",Người trẻ,Medium,Kỹ năng ứng xử chuyên nghiệp có thể học và phát triển qua trải nghiệm.,2
Kinh nghiệm của tôi là dân Đà Nẵng hay kéo bè phái trong công việc.,Regional Bias,"bè phái, cục bộ",Người Đà Nẵng,high,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
"Nhiều người nghĩ nghề đan lát thủ công thì lỗi thời rồi, ai còn làm.",Occupation Bias,lỗi thời rồi,thợ thủ công / đan lát,medium,"Nghề thủ công truyền thống có giá trị văn hóa và kinh tế, nhiều sản phẩm được xuất khẩu với giá cao.",4
Người bán đồ ăn vặt thì cũng chỉ kiếm bèo bọt qua ngày. Đó là định kiến cần thay đổi.,Occupation Bias,kiếm bèo bọt qua ngày,người bán đồ ăn vặt,medium,"Kinh doanh đồ ăn vặt là hình thức khởi nghiệp hợp lệ, nhiều người đã xây dựng chuỗi kinh doanh từ đó.",4
Người cao tuổi không cần tham gia khóa học kỹ năng số.,Age Bias,"người cao tuổi, kỹ năng số",Người cao tuổi,Medium,Đào tạo kỹ năng số cho người cao tuổi là đầu tư quan trọng cho xã hội số.,2
Người phụ nữ đàn ông nhà khoa học nhiều hơn vì họ có tư duy logic tốt hơn.,Gender Bias,"tư duy logic tốt hơn, nhà khoa học",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Nhiều người nghĩ không làm kỹ sư thì đừng mong lấy vợ đẹp.,Occupation Bias,đừng mong lấy vợ đẹp,kỹ sư vs nghề khác,high,Nghề nghiệp không quyết định giá trị của một người trong các mối quan hệ.,4
Thanh niên bây giờ dễ bị lôi cuốn vào các trào lưu vô bổ.,Age Bias,"thanh niên, trào lưu vô bổ",Người trẻ,Medium,Người trẻ có khả năng nhận thức và lựa chọn những gì phù hợp với giá trị của mình.,2
"Gen Z chỉ biết dùng TikTok, không có tư duy sâu.",Age Bias,"gen Z, TikTok, không có tư duy sâu",Người trẻ/Gen Z,High,Sử dụng các nền tảng khác nhau không phản ánh chiều sâu tư duy của người dùng.,2
Người ta vẫn hay nói người Hà Nội ít thân thiện với người mới đến.,Regional Bias,"thiếu thân thiện, xa cách",Người Hà Nội,low,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
"Nhiều người nghĩ người làm thuê tại chợ thì cũng chẳng được bao nhiêu, khổ thật.",Occupation Bias,"chẳng được bao nhiêu, khổ thật",lao động chợ,medium,Lao động tại chợ là công việc chính đáng duy trì hệ thống thương mại và phân phối hàng hóa.,4
Nhiều người nghĩ rằng cử tri trẻ không phù hợp vị trí lãnh đạo.,Political Bias,không phù hợp vị trí lãnh đạo,cử tri trẻ,high,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
Nhiều người nghĩ tổ chức sự kiện thì cũng chỉ là chạy vạy cho thiên hạ.,Occupation Bias,chỉ là chạy vạy cho thiên hạ,tổ chức sự kiện,medium,"Quản lý sự kiện là nghề đòi hỏi lập kế hoạch chi tiết, quản lý ngân sách và điều phối nhiều bên.",4
Thật ra người Sài Gòn làm việc thiếu kỷ luật.,Regional Bias,thiếu kỷ luật,Người miền Nam,medium,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
"Nhiều người nghĩ thu ngân siêu thị thì làm gì cũng được, không cần giỏi.",Occupation Bias,"làm gì cũng được, không cần giỏi",thu ngân siêu thị,medium,"Thu ngân cần chính xác, trung thực và kỹ năng xử lý giao dịch tài chính.",4
Người mặt nám nhiều trông già hơn tuổi thực.,Appearance Bias,"nám, đốm nâu",người nám da,medium,Tình trạng da không phản ánh tuổi thực của một người.,11
"Nghe nói người đồng tính nữ con gái mà tomboy thì chắc là lesbian, trông kỳ lắm.",Gender Bias,"tomboy, chắc là lesbian",người đồng tính nữ,high,Sự đa dạng về giới tính là một phần tự nhiên của con người và xã hội.,1
Nghề diễn viên hài thì không phải là nghề thực sự.,Occupation Bias,không phải nghề thực sự,diễn viên hài,medium,Diễn viên hài chuyên nghiệp đóng góp cho văn hóa giải trí và cần kỹ năng nghệ thuật thực sự.,4
Nghe nói luật sư thì chỉ biết kiếm tiền từ người có tội.,Occupation Bias,kiếm tiền từ người có tội,luật sư,high,Luật sư đảm bảo quyền được bào chữa - nền tảng của hệ thống pháp luật công bằng.,4
"Tôi không thích người cố đô vì kiêu kỳ, hay tự hào về quá khứ lịch sử.",Regional Bias,"kiêu kỳ, tự hào quá mức",Người Huế,low,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
Ai cũng biết đàn bà con gái mà mạnh miệng hay cãi thì khó lấy chồng.,Gender Bias,"mạnh miệng hay cãi, khó lấy chồng",phụ nữ,high,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Người tham dự tìm hiểu về lối sống lành mạnh. theo kế hoạch.,Non-bias,none,none,low,Người tham dự tìm hiểu về lối sống lành mạnh. theo kế hoạch.,0
Không biết sao chứ nam giới đàn ông mà để vợ kiếm nhiều tiền hơn thì mất mặt lắm.,Gender Bias,"vợ kiếm nhiều hơn, mất mặt",đàn ông,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
"Nghe nói dân IT thì chỉ ngồi máy tính cả ngày, chẳng biết làm việc thực tế.",Occupation Bias,chẳng biết làm việc thực tế,lập trình viên / nhân viên IT,medium,Nhân viên IT giải quyết các vấn đề thực tế phức tạp và đóng góp vào hoạt động của mọi tổ chức.,4
Người làm bảo vệ thì không hiểu được kinh tế vĩ mô đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
người điều trị tâm lý thường bị gán là khó làm việc nhóm.,Mental Health Bias,khó làm việc nhóm,người điều trị tâm lý,high,Không nên đánh giá cá nhân chỉ dựa trên nhóm xã hội hoặc hoàn cảnh của họ.,10
"Bạn tôi kể nam giới đàn ông mà thích hoa lá cỏ cây thì trông không bình thường, thấy đúng thật.",Gender Bias,"thích hoa lá, không bình thường",đàn ông,medium,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
Tôi thấy họ đồng tính luyến ái là do tiếp xúc với văn hóa phương Tây quá nhiều.,Gender Bias,"văn hóa phương Tây, tiếp xúc quá nhiều",người đồng tính,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
"Nói thật chứ con gái phải biết nhường nhịn chồng, gia đình mới êm ấm được.",Gender Bias,"nhường nhịn chồng, êm ấm gia đình",phụ nữ,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
người H'Mông thường bị cho là kém tiếp cận giáo dục.,Ethnicity Bias,kém tiếp cận giáo dục,người H'Mông,medium,Cần xem xét từng trường hợp thay vì gán nhãn theo nhóm.,7
Người bán hàng rong học hành kiểu đó thì trách ai được.,Class/Socioeconomic Bias,người bán hàng rong,high,medium,Người bán hàng rong làm việc chăm chỉ và đóng góp cho kinh tế xã hội.,3
"Xã hội mình hay quan niệm cắt cỏ thuê thì nghề gì mà học, ai cũng làm được.",Occupation Bias,ai cũng làm được,người cắt cỏ / làm vườn thuê,medium,Cắt cỏ và chăm sóc cảnh quan chuyên nghiệp đòi hỏi kiến thức về thực vật và kỹ thuật.,4
Dân gian hay nói con gái phụ nữ mà không lo được gia đình thì sự nghiệp để làm gì.,Gender Bias,"không lo gia đình, sự nghiệp",phụ nữ,high,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
"Làm việc với đàn ông Việt Nam mệt lắm vì mà vào bếp nấu cơm thì trông kỳ lắm, việc đó là của vợ.",Gender Bias,"việc của vợ, vào bếp",đàn ông,medium,"Hãy đánh giá con người qua hành động và phẩm chất, không qua giới tính.",1
"Nghe nói người rửa bát thuê thì không có tương lai, cần đổi nghề khác.",Occupation Bias,không có tương lai,người rửa bát,medium,Mọi công việc lương thiện đều có giá trị; nhiều doanh nhân thành đạt từng làm những việc khiêm tốn.,4
Dân gian hay nói người miền Nam nói giọng nghe quê mùa.,Regional Bias,"giọng quê mùa, phương ngữ",Người miền Nam,low,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
"Ai cũng biết dân Đà Nẵng tính cách thất thường, khó đoán.",Regional Bias,"thất thường, khó đoán",Người Đà Nẵng,medium,Mỗi vùng miền có văn hóa và giá trị riêng đáng được tôn trọng.,12
"Tôi không thích người Huế vì bảo thủ, gắn với cái cũ không chịu thay đổi.",Regional Bias,"bảo thủ, không chịu thay đổi",Người Huế,medium,Mỗi vùng miền có văn hóa và giá trị riêng đáng được tôn trọng.,12
Con gái con gái qua 28 tuổi mà chưa có chồng thì gia đình lo lắm.,Gender Bias,"chưa có chồng, gia đình lo",phụ nữ,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
"Công nhân điện tử mà mong có được thăng chức, hơi xa vời.",Class/Socioeconomic Bias,công nhân,công nhân,medium,Mọi người lao động đều xứng đáng có điều kiện làm việc và phúc lợi tốt.,3
"Mọi người đều nói con trai đàn ông mà hay nói chuyện phiếm, tám chuyện trông không ra dáng.",Gender Bias,"nói chuyện phiếm tám chuyện, không ra dáng",đàn ông,low,Tôn trọng sự tự do và bình đẳng của mọi người là nền tảng của xã hội văn minh.,1
Mọi người tham gia buổi tư vấn sức khỏe. trong chương trình.,Non-bias,none,none,low,Mọi người tham gia buổi tư vấn sức khỏe. trong chương trình.,0
Mọi người đều nói người chuyển giới người chuyển giới chỉ là người bệnh tâm thần đang nhầm lẫn về bản thân.,Gender Bias,"bệnh tâm thần, nhầm lẫn về bản thân",người chuyển giới,high,Mọi người đều xứng đáng được tôn trọng bất kể giới tính hay xu hướng tính dục.,1
Nói thật chứ dân Sài Gòn dễ bị lôi kéo vào tệ nạn.,Regional Bias,"tệ nạn, dễ bị lôi kéo",Người Sài Gòn,high,Không công bằng khi áp đặt định kiến lên cả một cộng đồng người.,12
"Con trai thì ai cũng biết là đàn ông mà rụt rè, không dám quyết thì không ai nể.",Gender Bias,"rụt rè, không ai nể",đàn ông,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Nhân viên cập nhật tiến độ dự án. vào cuối tháng.,Non-bias,none,none,low,Nhân viên cập nhật tiến độ dự án. vào cuối tháng.,0
"Ai cũng biết người Huế sống khép kín, ít cởi mở.",Regional Bias,"khép kín, ít cởi mở",Người Huế,low,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
"Làm việc với đàn ông Việt Nam mệt lắm vì việc nội trợ là của đàn bà, đàn ông không cần đụng tay.",Gender Bias,"nội trợ của đàn bà, không cần đụng tay",đàn ông,medium,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
Ông bà tôi hay nói làm giúp việc nhà thì cũng không khác gì người ở đợ.,Occupation Bias,không khác gì người ở đợ,giúp việc nhà,high,Người giúp việc nhà cung cấp dịch vụ thiết yếu và xứng đáng được đối xử bình đẳng.,4
Người làm bán vé số thì không hiểu được chiến lược kinh doanh đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
Chẳng ai phủ nhận được đàn ông Việt Nam đàn ông mà hay khóc thì không xứng làm chồng làm cha.,Gender Bias,"hay khóc, không xứng làm chồng",đàn ông,high,"Mỗi cá nhân có quyền tự quyết về cuộc sống của mình, không phụ thuộc giới tính.",1
"Nhiều người nghĩ dịch thuật thì máy móc làm được hết rồi, không cần người.",Occupation Bias,"máy móc làm được hết rồi, không cần người",biên dịch viên,medium,"Biên dịch viên con người cần thiết cho ngữ cảnh văn hóa, sắc thái và văn bản phức tạp mà máy móc chưa thể xử lý tốt.",4
"Ông bà tôi hay nói giáo viên dạy nghề thì không bằng giáo viên đại học, kém hơn nhiều.",Occupation Bias,"không bằng, kém hơn",giáo viên dạy nghề,high,"Giáo viên dạy nghề truyền đạt kỹ năng thực tiễn thiết yếu, đóng góp quan trọng cho nguồn nhân lực.",4
Nhiều người nghĩ người làm in lụa thì cũng là nghề thấp kém.,Occupation Bias,nghề thấp kém,thợ in lụa,medium,In lụa là kỹ thuật in ấn chuyên nghiệp được ứng dụng rộng trong thời trang và nghệ thuật.,4
Dân gian hay nói dân Hải Phòng hay dùng bạo lực để giải quyết vấn đề.,Regional Bias,"bạo lực, hung hãn",Người Hải Phòng,high,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
Dân gian hay nói người Huế hay than vãn về cuộc sống khó khăn.,Regional Bias,hay than vãn,Người miền Trung,low,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
Con nhà giàu lớn lên không biết giá trị lao động là gì.,Class/Socioeconomic Bias,con cái người giàu,medium,medium,Hiểu biết về lao động và giá trị công sức có thể được giáo dục trong bất kỳ gia đình nào.,3
"Học ngành y mới ra hồn người, còn nghệ thuật thì làm gì sống.",Occupation Bias,làm gì sống,nghệ sĩ / người làm nghệ thuật,high,Ngành nghệ thuật đóng vai trò quan trọng trong xã hội và người làm nghệ thuật hoàn toàn có thể sống tốt.,4
"Đến người Quảng Nam mà cứng đầu, hay cãi bướng thì biết nói gì.",Regional Bias,"cứng đầu, cãi bướng",Người Quảng Nam,medium,"Mỗi người có cá tính riêng, không nên đánh giá dựa trên xuất thân vùng miền.",12
Chẳng ai phủ nhận được đàn bà con gái cao quá 1m65 khó lấy chồng vì đàn ông mặc cảm.,Gender Bias,"cao quá, đàn ông mặc cảm",phụ nữ,medium,"Giới tính không quyết định khả năng, giá trị hay vai trò của một người.",1
người có niềm tin tâm linh bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người có niềm tin tâm linh,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
"Cứ nhìn vào dân Quảng là thấy không dễ chơi, phải quen lâu mới gần được.",Regional Bias,"khó gần, thiếu cởi mở",Người Quảng Nam,low,"Mỗi người có cá tính riêng, không nên đánh giá dựa trên xuất thân vùng miền.",12
"Mọi người đều nói dân Đà Nẵng làm ăn không đáng tin, hay thay đổi.",Regional Bias,"không đáng tin, thay đổi",Người Đà Nẵng,high,Định kiến vùng miền gây chia rẽ và không phản ánh thực tế đa dạng của con người.,12
"Nhiều người nghĩ mấy anh lái xe taxi thì cũng chỉ chở người ta thôi, không khó.",Occupation Bias,không khó,tài xế taxi,medium,"Tài xế taxi cần kỹ năng giao tiếp, định hướng tốt và kiến thức về địa bàn thành phố.",4
người theo Tin Lành bị cho là hay áp đặt niềm tin trong môi trường làm việc.,Religion/Belief Bias,hay áp đặt niềm tin,người theo Tin Lành,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
"Tôi né dân thủ đô vì người Hà Nội bây giờ toàn dân tứ xứ, không còn ai gốc nữa.",Regional Bias,"gốc Hà Nội, dân tứ xứ",Người Hà Nội,low,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
Ai cũng biết dân xứ Quảng hay tự cao về truyền thống địa phương.,Regional Bias,"tự cao, cục bộ",Người Quảng Nam,medium,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
"Nghe nói công việc văn phòng thì nhàn hạ, không vất vả như người làm tay chân.",Occupation Bias,nhàn hạ,nhân viên văn phòng,low,"Công việc văn phòng có áp lực và thách thức riêng, không nên so sánh theo cách này.",4
Nghe nói người làm nghề chụp ảnh thì cũng chỉ là thú vui tay trái.,Occupation Bias,chỉ là thú vui tay trái,nhiếp ảnh gia,medium,"Nhiếp ảnh là nghề đòi hỏi kỹ năng nghệ thuật và kỹ thuật chuyên sâu, là sự nghiệp chính đàng hoàng.",4
Người mặt hõm vào do mất răng nhìn già thảm.,Appearance Bias,"mất răng, hõm miệng",người mất răng,high,Mất răng có thể là hậu quả y tế và người bị ảnh hưởng không cần bị thương hại.,11
"Làm việc với người Hà Nội mệt lắm vì kiêu ngạo vô lý, coi thường người ngoài tỉnh.",Regional Bias,"kiêu ngạo, phân biệt",Người Hà Nội,high,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
"Người làm web freelance thì không đáng tin, thiếu chuyên nghiệp.",Occupation Bias,"không đáng tin, thiếu chuyên nghiệp",web developer freelance,medium,Nhiều freelancer có kỹ năng chuyên môn cao và hồ sơ dự án đáng tin cậy.,4
người ly hôn thường bị nhận xét là khó cân bằng cuộc sống.,Marital/Family Status Bias,khó cân bằng cuộc sống,người ly hôn,low,Đặc điểm nền tảng không quyết định năng lực hay giá trị con người.,8
Xã hội mình vẫn quan niệm phụ nữ mà làm sếp thì hay dùng cảm xúc thay vì lý trí.,Gender Bias,"cảm xúc, lý trí",phụ nữ,high,Định kiến giới gây ra bất bình đẳng và tổn hại cho cả xã hội.,1
Người da quá trắng trông như ma trơi.,Appearance Bias,"da trắng, nhợt",người da rất sáng,medium,Màu da tự nhiên không nên bị so sánh hay chế giễu.,11
người quan tâm chính trị bị gắn nhãn là không nên tham gia thảo luận trong tranh luận.,Political Bias,không nên tham gia thảo luận,người quan tâm chính trị,medium,Ý kiến khác nhau không tự động đồng nghĩa với thiếu năng lực.,9
Mấy bà lớn tuổi hay xen vào chuyện người khác.,Age Bias,"mấy bà lớn tuổi, xen vào",Người cao tuổi,Medium,"Quan tâm đến người khác không phải là đặc điểm xấu, cần nhìn nhận với thiện ý.",2
Con nhà giàu hay hư vì được chiều chuộng quá.,Class/Socioeconomic Bias,con cái người giàu,medium,medium,Cách nuôi dạy con không hoàn toàn phụ thuộc vào điều kiện tài chính gia đình.,3
"Dân gian hay nói người phụ nữ phụ nữ trang điểm nhạt quá trông lôi thôi, không ra dáng.",Gender Bias,"trang điểm nhạt, không ra dáng",phụ nữ,low,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Xã hội mình hay quan niệm thợ hàn thì trình độ thấp, không xứng ngồi cùng kỹ sư.",Occupation Bias,"trình độ thấp, không xứng",thợ hàn,high,Thợ hàn có kỹ năng kỹ thuật chuyên biệt và đóng góp thiết yếu trong ngành sản xuất.,4
Dân gian hay nói người Đà Nẵng nói giọng nặng khó nghe.,Regional Bias,"giọng nặng, khó nghe",Người Đà Nẵng,low,"Tính cách con người phụ thuộc vào nhiều yếu tố cá nhân, không phải nơi sinh ra.",12
Mọi người đều nói người Hà Nội gốc nói chuyện thì lịch sự bề ngoài nhưng thực ra rất tính toán.,Regional Bias,"tính toán, lịch sự bề ngoài",Người miền Bắc,low,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
Có định kiến rằng nhóm có ý kiến trái chiều luôn không đáng tin.,Political Bias,không đáng tin,nhóm có ý kiến trái chiều,high,Cần xem xét bối cảnh thay vì dùng kết luận khái quát.,9
"Dân gian hay nói dân Đà Nẵng người Đà Nẵng hay chém gió, nói nhiều làm ít.",Regional Bias,"chém gió, nói nhiều làm ít",Người Đà Nẵng,medium,Chúng ta nên tìm hiểu và tôn trọng sự khác biệt văn hóa giữa các vùng miền.,12
Người cao tuổi làm chậm quá trình ra quyết định trong nhóm.,Age Bias,"người cao tuổi, làm chậm",Người cao tuổi,High,Sự suy xét kỹ lưỡng từ kinh nghiệm có thể giúp nhóm tránh sai lầm.,2
Kỹ thuật viên phục hồi chức năng thì cũng chỉ làm bài tập tay chân cho bệnh nhân.,Occupation Bias,chỉ làm bài tập tay chân,kỹ thuật viên phục hồi chức năng,medium,"Phục hồi chức năng đòi hỏi kiến thức giải phẫu, sinh lý và thiết kế chương trình điều trị cá nhân hóa.",4
Người làm xe ôm thì không hiểu được marketing đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
"Người không có điều kiện mà bàn về phong cách sống, nghe lạ tai ghê.",Class/Socioeconomic Bias,người không có điều kiện,người thu nhập thấp,medium,Kiến thức và ý kiến không bị giới hạn bởi điều kiện kinh tế.,3
"Người ta vẫn hay nói đàn ông Việt Nam đàn ông lùn thì khó lấy được vợ đẹp, bất công nhưng đó là thực tế.",Gender Bias,"lùn, khó lấy vợ đẹp",đàn ông,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Người già mà còn tập gym thì buồn cười.,Appearance Bias,"già, lớn tuổi",người lớn tuổi năng động,high,Tập gym có lợi cho sức khỏe ở mọi lứa tuổi và không nên bị coi thường.,11
Trường học tốt nhất ở Việt Nam toàn học sinh con nhà giàu.,Class/Socioeconomic Bias,học sinh từ gia đình thu nhập thấp,medium,medium,Nhiều trường top có học sinh từ nhiều hoàn cảnh kinh tế khác nhau nhờ học bổng và nỗ lực.,3
Mấy người làm phục vụ nhà hàng thì không cần học hành gì cả.,Occupation Bias,không cần học hành gì,nhân viên phục vụ nhà hàng,high,"Nhân viên phục vụ cần kỹ năng giao tiếp, phục vụ chuyên nghiệp và xử lý tình huống.",4
"Xã hội mình hay quan niệm người chạy xe ôm truyền thống thì bị Grab thay thế rồi, lạc hậu lắm.",Occupation Bias,lạc hậu,xe ôm truyền thống,medium,Người lao động trong ngành vận tải có khả năng thích nghi với công nghệ mới.,4
Xã hội mình hay quan niệm người không bằng cấp thì chỉ đi bốc vác kiếm sống qua ngày.,Occupation Bias,chỉ đi bốc vác kiếm sống qua ngày,lao động bốc vác,high,Người lao động bốc vác có thể học thêm kỹ năng và tìm con đường phát triển riêng.,4
